Asset,Weight
AAPL,0.0
ACN,0.0
AMP,0.0
AMT,0.2577981055096062
ARE,3.073713158996405e-17
ASGN,0.0
ASIX,0.0
BCO,0.0
CBT,0.0
CC,0.0
CDNS,0.0
CRM,0.0
EBAY,0.13865060026224
FIVE,0.0
FN,0.0
FR,0.0109452350891184
FTNT,0.0
HOLX,6.0173220572945496e-18
JBHT,0.0336538451882909
KIM,0.0
MATX,0.0
MHK,0.0
NKE,0.2492224716565261
NVDA,0.0
ON,0.0
SPG,0.0
STM,0.0
TEL,0.0
WDAY,0.0
WM,0.3097297422942183
