Asset,Weight
AAPL,0.0
ACN,0.0
AMP,0.0
AMT,0.2577979087464638
ARE,0.0
ASGN,0.0
ASIX,0.0
BCO,0.0
CBT,0.0
CC,0.0
CDNS,0.0
CRM,0.0
EBAY,0.1386506988431557
FIVE,0.0
FN,0.0
FR,0.0109457389238814
FTNT,0.0
HOLX,4.8192786566980666e-17
JBHT,0.033653912360567
KIM,0.0
MATX,0.0
MHK,0.0
NKE,0.2492222021509866
NVDA,0.0
ON,0.0
SPG,0.0
STM,0.0
TEL,0.0
WDAY,0.0
WM,0.3097295389749454
